P_id,Proof,P_name,P_type,P_raw,S_id,S_name,S_cui_entrezid,S_SMTY,S_raw,O_id,O_name,O_cui_entrezid,O_SMTY,O_raw
D10507762.P7,"PR-39 is an endogenous proline-rich antimicrobial peptide which induces the       synthesis of syndecan-1, a transmembrane heparan sulphate proteoglycan involved       in cell-to-matrix interactions and wound healing.",INTERACTS_WITH,NOM,synthesis ,D10507762.E22,Heparan Sulfate Proteoglycans,C0062503,aapp,heparan sulphate proteoglycan,D10507762.E20,syndecan 1 protein,C1609943,aapp,syndecan-1
D10507762.P8,"Previously, we revealed that       the expression of syndecan-1 was reduced in human hepatocellular carcinomas with        high metastatic potential and speculated that syndecan-1 played an important role       in inhibition of invasion and metastasis.",PROCESS_OF,MOD_HEAD,human hepatocellular carcinomas ,D10507762.E27,Liver carcinoma,C2239176,neop,hepatocellular carcinomas,D10507762.E26,Homo sapiens,C0086418,humn,human
D10507762.P9,"Previously, we revealed that       the expression of syndecan-1 was reduced in human hepatocellular carcinomas with        high metastatic potential and speculated that syndecan-1 played an important role       in inhibition of invasion and metastasis.",PREVENTS,VERB,reduced ,D10507762.E25,SDC1 gene,6382,aapp,syndecan-1,D10507762.E27,Liver carcinoma,C2239176,neop,hepatocellular carcinomas
D10507762.P10,"Previously, we revealed that       the expression of syndecan-1 was reduced in human hepatocellular carcinomas with        high metastatic potential and speculated that syndecan-1 played an important role       in inhibition of invasion and metastasis.",PREVENTS,VERB,reduced ,D10507762.E25,SDC1 gene,6382,aapp,syndecan-1,D10507762.E32,Secondary Neoplasm,C2939419,neop,metastasis
D10507762.P11,"Therefore, we transduced a gene of PR-39       into human hepatocellular carcinoma cell line HLF, which shows a low expression       of syndecan-1 and a high in vitro invasive activity, and examined whether this       procedure could reduce the invasive activity of tumour cells.",PART_OF,MOD_HEAD,"human hepatocellular carcinoma cell line HLF,",D10507762.E43,EPAS1 gene,2034,gngm,HLF,D10507762.E42,human cell line,C0682523,cell,human hepatocellular carcinoma cell line
D10507762.P12,"Therefore, we transduced a gene of PR-39       into human hepatocellular carcinoma cell line HLF, which shows a low expression       of syndecan-1 and a high in vitro invasive activity, and examined whether this       procedure could reduce the invasive activity of tumour cells.",PART_OF,NOM,expression ,D10507762.E40,PR 39,C0138186,bacs,PR-39,D10507762.E45,SDC1 gene,6382,aapp,syndecan-1
D10507762.P13,"Therefore, we transduced a gene of PR-39       into human hepatocellular carcinoma cell line HLF, which shows a low expression       of syndecan-1 and a high in vitro invasive activity, and examined whether this       procedure could reduce the invasive activity of tumour cells.",DISRUPTS,VERB,reduce ,D10507762.E39,Genes,C0017337,gngm,gene,D10507762.E53,"Tumor cells, uncertain whether benign or malignant",C0431085,cell,tumour cells
D10507762.P14,"In two       transfectants with PR-39 gene, the syndecan-1 expression was induced and the       invasive activity in type I collagen-coated chamber was inhibited.",PRODUCES,NOM,expression ,D10507762.E56,Genes,C0017337,gngm,gene,D10507762.E57,syndecan 1 protein,C1609943,aapp,syndecan-1
D10507762.P15,"In contrast, five transfectants with       syndecan-1 gene in the HLF cells revealed suppression of invasive activity but       did not alter the motile activity and actin structures of the cell.",LOCATION_OF,PREP,in ,D10507762.E70,Cells,C0007634,cell,cells,D10507762.E76,Actins,C0001271,aapp,actin
D10507762.P16,"In contrast, five transfectants with       syndecan-1 gene in the HLF cells revealed suppression of invasive activity but       did not alter the motile activity and actin structures of the cell.",LOCATION_OF,PREP,in ,D10507762.E70,Cells,C0007634,cell,cells,D10507762.E68,SDC1 gene,6382,aapp,syndecan-1 gene
D10507762.P17,"In contrast, five transfectants with       syndecan-1 gene in the HLF cells revealed suppression of invasive activity but       did not alter the motile activity and actin structures of the cell.",AFFECTS,VERB,alter ,D10507762.E76,Actins,C0001271,aapp,actin,D10507762.E74,Motile,C1979933,fndg,motile
D10507762.P18,"In contrast, five transfectants with       syndecan-1 gene in the HLF cells revealed suppression of invasive activity but       did not alter the motile activity and actin structures of the cell.",AFFECTS,VERB,alter ,D10507762.E68,SDC1 gene,6382,aapp,syndecan-1 gene,D10507762.E74,Motile,C1979933,fndg,motile
D10507762.P19,These results       suggest that PR-39 has functions involved in the suppression of motile activity       and alteration of actin structure on human hepatocellular carcinoma cells in       addition to the suppression of invasive activity which might result from the       induction of syndecan-1 expression.,PART_OF,MOD_HEAD,human hepatocellular carcinoma cells ,D10507762.E87,hepatoma cell,C0677626,cell,hepatocellular carcinoma cells,D10507762.E86,Homo sapiens,C0086418,humn,human
D10507762.P20,These results       suggest that PR-39 has functions involved in the suppression of motile activity       and alteration of actin structure on human hepatocellular carcinoma cells in       addition to the suppression of invasive activity which might result from the       induction of syndecan-1 expression.,DISRUPTS,NOM,suppression ,D10507762.E79,PR 39,C0138186,aapp,PR-39,D10507762.E81,Motile,C1979933,fndg,motile
D10507762.P21,These results       suggest that PR-39 has functions involved in the suppression of motile activity       and alteration of actin structure on human hepatocellular carcinoma cells in       addition to the suppression of invasive activity which might result from the       induction of syndecan-1 expression.,PRODUCES,NOM,expression.,D10507762.E87,hepatoma cell,C0677626,cell,hepatocellular carcinoma cells,D10507762.E91,syndecan 1 protein,C1609943,aapp,syndecan-1
D10507763.P1,The asialoglycoprotein receptor in human hepatocellular carcinomas: its       expression on proliferating cells.,PROCESS_OF,MOD_HEAD,human hepatocellular carcinomas:,D10507763.E3,Liver carcinoma,C2239176,neop,hepatocellular carcinomas,D10507763.E2,Homo sapiens,C0086418,humn,human
D10507763.P2,The asialoglycoprotein receptor in human hepatocellular carcinomas: its       expression on proliferating cells.,ASSOCIATED_WITH,PREP,in ,D10507763.E1,Asialoglycoprotein Receptor,C0052495,aapp,asialoglycoprotein receptor,D10507763.E3,Liver carcinoma,C2239176,neop,hepatocellular carcinomas
D10507763.P3,The expression of the asialoglycoprotein receptor (ASGP-R) on human       hepatocellular carcinoma (HCC) cells might be exploited to reduce the       extrahepatic toxicity of DNA synthesis inhibitors by their conjugation with       galactosyl-terminating peptides.,PART_OF,MOD_HEAD,human       hepatocellular carcinoma (HCC) cells ,D10507763.E8,hepatoma cell,C0677626,cell,hepatocellular carcinoma (HCC) cells,D10507763.E7,Homo sapiens,C0086418,humn,human
D10507763.P4,The expression of the asialoglycoprotein receptor (ASGP-R) on human       hepatocellular carcinoma (HCC) cells might be exploited to reduce the       extrahepatic toxicity of DNA synthesis inhibitors by their conjugation with       galactosyl-terminating peptides.,PREVENTS,VERB,reduce ,D10507763.E6,Asialoglycoprotein Receptor,C0052495,aapp,asialoglycoprotein receptor,D10507763.E10,Toxic effect,C0600688,inpo,toxicity
D10507763.P5,The expression of the asialoglycoprotein receptor (ASGP-R) on human       hepatocellular carcinoma (HCC) cells might be exploited to reduce the       extrahepatic toxicity of DNA synthesis inhibitors by their conjugation with       galactosyl-terminating peptides.,LOCATION_OF,PREP,on ,D10507763.E8,hepatoma cell,C0677626,cell,hepatocellular carcinoma (HCC) cells,D10507763.E6,Asialoglycoprotein Receptor,C0052495,aapp,asialoglycoprotein receptor
D10507763.P6,"Secondly, we investigated whether the        receptor was maintained on the plasma membranes of DNA synthesizing cancer cells.",LOCATION_OF,PREP,on ,D10507763.E24,Plasma membrane,C0007603,celc,plasma membranes,D10507763.E23,receptor,C0597357,aapp,receptor
D10507763.P7,"Secondly, we investigated whether the        receptor was maintained on the plasma membranes of DNA synthesizing cancer cells.",PART_OF,PREP,of ,D10507763.E24,Plasma membrane,C0007603,celc,plasma membranes,D10507763.E26,"Tumor cells, malignant",C0334227,cell,cancer cells
D10507763.P8,Needle biopsies of HCC were evaluated.,PROCESS_OF,MOD_HEAD,HCC ,D10507763.E29,Liver carcinoma,C2239176,neop,HCC,D10507763.E28,Homo sapiens,C0086418,humn,HCC
D10507763.P9,Diagnosis and grading of HCC were       performed on routine haematoxylin and eosin-stained sections according to       Edmondson and Steiner (1953).,PROCESS_OF,MOD_HEAD,HCC ,D10507763.E33,Liver carcinoma,C2239176,neop,HCC,D10507763.E32,Homo sapiens,C0086418,humn,HCC
D10507763.P10,A clear immunolabelling       of plasma membranes of HCC cells was observed in 28 out of 35 (80%) well       differentiated (grade I and II) and in five out of 25 (20%) poorly differentiated       (grade III and IV) HCCs.,PART_OF,MOD_HEAD,HCC cells ,D10507763.E62,hepatoma cell,C0677626,cell,HCC cells,D10507763.E61,Homo sapiens,C0086418,humn,HCC
D10507763.P11,A clear immunolabelling       of plasma membranes of HCC cells was observed in 28 out of 35 (80%) well       differentiated (grade I and II) and in five out of 25 (20%) poorly differentiated       (grade III and IV) HCCs.,PART_OF,PREP,of ,D10507763.E60,Plasma membrane,C0007603,celc,plasma membranes,D10507763.E62,hepatoma cell,C0677626,cell,HCC cells
D10507763.P12,The presence of the ASGP-R on the surface of DNA       synthesizing cancer cells was also investigated after in vitro bromodeoxyuridine        (BrdU) labelling of HCC samples by immunohistochemical visualization of both the        ASGP-R and incorporated BrdU on the same section.,PROCESS_OF,MOD_HEAD,HCC ,D10507763.E79,Liver carcinoma,C2239176,neop,HCC,D10507763.E78,Homo sapiens,C0086418,humn,HCC
D10507763.P13,The presence of the ASGP-R on the surface of DNA       synthesizing cancer cells was also investigated after in vitro bromodeoxyuridine        (BrdU) labelling of HCC samples by immunohistochemical visualization of both the        ASGP-R and incorporated BrdU on the same section.,COEXISTS_WITH,NOM,presence ,D10507763.E84,Bromodeoxyuridine,C0006233,phsu,BrdU,D10507763.E71,Asialoglycoprotein Receptor,C0052495,aapp,ASGP-R
D10507763.P14,The results obtained clearly       demonstrated that DNA synthesizing cancer cells expressed the ASGP-R on their       surface.,PRODUCES,VERB,expressed ,D10507763.E89,"Tumor cells, malignant",C0334227,cell,cancer cells,D10507763.E90,Asialoglycoprotein Receptor,C0052495,aapp,ASGP-R
D10507763.P15,The presence of ASGP-R on cell plasma membrane in the majority of       differentiated HCCs and its maintenance on proliferating cells encourages studies       in order to restrict the action of the inhibitors of DNA synthesis of HCC cells       by their conjugation with galactosyl-terminating carriers internalized through       this receptor.,PART_OF,MOD_HEAD,ASGP-R on cell plasma membrane ,D10507763.E94,Plasma membrane,C0007603,celc,plasma membrane,D10507763.E93,Receptor Cell,C1514760,cell,ASGP-R on cell
D10507763.P16,The presence of ASGP-R on cell plasma membrane in the majority of       differentiated HCCs and its maintenance on proliferating cells encourages studies       in order to restrict the action of the inhibitors of DNA synthesis of HCC cells       by their conjugation with galactosyl-terminating carriers internalized through       this receptor.,PART_OF,MOD_HEAD,HCC cells ,D10507763.E105,hepatoma cell,C0677626,cell,HCC cells,D10507763.E104,Homo sapiens,C0086418,humn,HCC
D10507763.P17,The presence of ASGP-R on cell plasma membrane in the majority of       differentiated HCCs and its maintenance on proliferating cells encourages studies       in order to restrict the action of the inhibitors of DNA synthesis of HCC cells       by their conjugation with galactosyl-terminating carriers internalized through       this receptor.,LOCATION_OF,PREP,on ,D10507763.E99,Cells,C0007634,cell,cells,D10507763.E97,HCCS gene,3052,aapp,HCCs
D10508492.P1,Decreased RIZ1 expression but not RIZ2 in hepatoma and suppression of hepatoma       tumorigenicity by RIZ1.,ASSOCIATED_WITH,PREP,in ,D10508492.E4,PRDM2 gene,7799,gngm,RIZ2,D10508492.E5,Liver neoplasms,C0023903,neop,hepatoma
D10508492.P2,Decreased RIZ1 expression but not RIZ2 in hepatoma and suppression of hepatoma       tumorigenicity by RIZ1.,DISRUPTS,NOM,suppression ,D10508492.E8,PRDM2 gene,7799,gngm,RIZ1,D10508492.E7,Tumorigenicity,C1519697,patf,tumorigenicity
D10508492.P3,An unusual feature of this family is the yin-yang involvement in human cancers.,PROCESS_OF,MOD_HEAD,human cancers.,D10508492.E34,Malignant Neoplasms,C0006826,neop,cancers,D10508492.E33,Homo sapiens,C0086418,humn,human
D10508492.P4,An unusual feature of this family is the yin-yang involvement in human cancers.,AFFECTS,NOM,involvement ,D10508492.E34,Malignant Neoplasms,C0006826,neop,cancers,D10508492.E31,Family,C0015576,humn,family
D10508492.P5,"Here, we have investigated the role of RIZ in hepatoma.",ASSOCIATED_WITH,NOM,role ,D10508492.E52,PRDM2 gene,7799,gngm,RIZ,D10508492.E53,Liver neoplasms,C0023903,neop,hepatoma
D10508492.P6,RIZ1       expression was also decreased in hepatoma tumor specimens.,PART_OF,MOD_HEAD,hepatoma tumor specimens.,D10508492.E63,Tumor tissue sample,C0475358,tisu,tumor specimens,D10508492.E62,Liver neoplasms,C0023903,neop,hepatoma
D10508492.P7,RIZ1       expression was also decreased in hepatoma tumor specimens.,LOCATION_OF,PREP,in ,D10508492.E63,Tumor tissue sample,C0475358,tisu,tumor specimens,D10508492.E61,PRDM2 gene,7799,aapp,RIZ1
D10508492.P8,Adenovirus-mediated       RIZ1 expression in hepatoma cell lines caused cell cycle arrest in G(2)/M and/or        programmed cell death.,PART_OF,NOM,expression ,D10508492.E70,PRDM2 gene,7799,gngm,RIZ1,D10508492.E72,Cultured Cell Line,C0007600,cell,cell lines
D10508492.P9,RIZ1 expression also suppressed tumorigenicity of hepatoma       cells in nude mice.,PART_OF,NOM,expression ,D10508492.E78,hepatoma cell,C0677626,cell,hepatoma       cells,D10508492.E79,"Mice, Nude",C0025932,mamm,nude mice
D10508492.P10,Our observations reinforce the yin-yang notion of RIZ gene       products in human cancer and suggest a RIZ1 tumor suppressor role in hepatoma.,PROCESS_OF,MOD_HEAD,human cancer ,D10508492.E85,Malignant Neoplasms,C0006826,neop,cancer,D10508492.E84,Homo sapiens,C0086418,humn,human
D10508492.P11,Our observations reinforce the yin-yang notion of RIZ gene       products in human cancer and suggest a RIZ1 tumor suppressor role in hepatoma.,PART_OF,MOD_HEAD,RIZ gene       products ,D10508492.E83,Proteins,"5241,5541,5555,140738,100616101",bacs,gene       products,D10508492.E82,PRDM2 gene,7799,aapp,RIZ
D10508492.P12,Our observations reinforce the yin-yang notion of RIZ gene       products in human cancer and suggest a RIZ1 tumor suppressor role in hepatoma.,ASSOCIATED_WITH,PREP,in ,D10508492.E83,Proteins,"5241,5541,5555,140738,100616101",aapp,gene       products,D10508492.E85,Malignant Neoplasms,C0006826,neop,cancer
D10508492.P13,Our observations reinforce the yin-yang notion of RIZ gene       products in human cancer and suggest a RIZ1 tumor suppressor role in hepatoma.,ASSOCIATED_WITH,NOM,role ,D10508492.E87,Tumor Suppressor Genes,"5241,5541,5555,140738,100616101",gngm,tumor suppressor,D10508492.E88,Liver neoplasms,C0023903,neop,hepatoma
D10519413.P1,Identification and characterization of genes associated with human hepatocellular       carcinogenesis.,ASSOCIATED_WITH,VERB,associated ,D10519413.E3,Genes,C0017337,gngm,genes,D10519413.E6,Carcinogenesis,C0596263,neop,carcinogenesis
D10519413.P2,"Eight cDNAs encoding galectin 4 (Gal-4), UGT2B4 (UDP-glucuronosyltransferase),       ribosomal phosphoprotein P0 (rpP0), dek, insulin-like growth factor binding       protein (IGFBP) 1, vitronectin, retinoic acid-induced gene E (RIG-E), and CYP3A4        (cytochrome P450 nifedipine oxidase) were identified as differentially expressed        genes between human hepatocellular carcinoma (HCC) and matched nontumorous liver        tissues.",PROCESS_OF,MOD_HEAD,human hepatocellular carcinoma ,D10519413.E21,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10519413.E20,Homo sapiens,C0086418,humn,human
